id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
171089,5972,Ninja Gaiden,NULL,2004-03-02 00:00:00.000,20,NULL,92.5000,4,82.2166,36
143020,9945,Super Crate Box,NULL,2010-10-22 00:00:00.000,2,NULL,92.5000,2,64.5893,12
128465,1447,Suikoden,NULL,1995-12-15 00:00:00.000,21,NULL,92.5000,3,80.5622,56
131583,20480,Worms 2: Armageddon,NULL,2009-07-01 00:00:00.000,5,NULL,92.5000,4,79.8880,18
92920,10916,Burnout Legends,NULL,2005-09-13 00:00:00.000,8,NULL,92.5000,2,76.1789,22
98337,134582,Ratchet & Clank: Rift Apart,"They've travelled through space. They've travelled through time. Now, they'll have to travel through dimensions as their galaxy seems to rip itself apart. Ratchet and Clank must save the universe - again.",2021-06-11 00:00:00.000,21,15,92.5000,13,89.7066,58
83235,7342,INSIDE,NULL,2016-06-29 00:00:00.000,312,11,92.4872,41,86.5961,1031
69125,72,Portal 2,"You lost your memory, you are alone in a world full of danger, and your mission is survive using your mind. The only way to get out from this hell is.....Hi i'm GLAdOS, and welcome to the amazing world of portal 2, here i will expose you to a lot of tests, and try to k.. help Aperture Science envolve in a new era. Your job is advance in the levels i propose and get better and better, you will have an portal gun to help you, and remember nothing is impossible if you try, and try again and again and again.... The puzzles are waiting for you!",2011-04-19 00:00:00.000,964,NULL,92.4444,13,91.7235,2576
170820,1968,Rayman Legends,NULL,2013-08-30 00:00:00.000,227,1,92.4286,18,85.6052,488
74768,136604,Control: Ultimate Edition,NULL,2020-08-27 00:00:00.000,5,NULL,92.4000,6,87.2153,26
119611,2909,The Legend of Zelda: A Link Between Worlds,"The events of A Link Between Worlds take place six generations after the events of A Link to the Past. The legend of the legendary hero's battles against Ganon has been passed down from generation to generation, and peace has ruled for decades. The game's incarnation of Link is an apprentice blacksmith to Hyrule's greatest Blacksmith.  Beset by a nightmare of the sacred Triforce being destroyed and facing a gargantuan evil creature, Link is awakened from his sleep by Gulley, the Blacksmith's son. Link rushes over to the smithery, where the Captain of Hyrule's knights has stopped by to retrieve his sword and shield. After Link is scolded for being late, the Blacksmith's Wife notices that the Captain forgot to bring his sword along with him when he left. Link is tasked with traveling to Hyrule Castle to return it to its rightful owner. Once Link arrives at the castle however, he is told that the Captain went to the Sanctuary. Upon his arrival there, however, the villain Yuga appears, and turns both Seres and the Captain into paintings with his wicked magic. Link lunges at Yuga, but Yuga is able to use his magic to turn himself into a wall painting, causing Link to crash straight into the wall. Yuga then returns to his original form, kicking Link to the floor in the process. As Yuga leaves with Seres in tow, the Priest says to warn Princess Zelda of this before Link passes out.",2013-11-22 00:00:00.000,210,6,92.3333,17,88.2223,484
165851,117266,Chicory: A Colorful Tale,"The Brush is a one-of-a-kind artifact that can color the world. Naturally, it needs a wielder, a master artist responsible for all colors and for passing the brush down. The current wielder, Chicory, is immensely talented and beloved by all... until all the color in the land vanishes, and her with it! I guess that leaves it up to you, her number one fan, to take up the brush and fill in for her. Hmm... good luck!  Something terrible happened. Chicory, superstar artist and wielder of the Brush, is missing, and all the color in the land vanished with her. It’s up to you, Chicory’s number one fan, to pick up the Brush and fill in for her. It’s a big job… but you’re ready for it! Probably!",2021-06-10 00:00:00.000,NULL,2,92.3333,3,79.9602,5
148677,74545,Opus Magnum,NULL,2017-12-07 00:00:00.000,12,1,92.3333,5,86.4990,24
171881,134606,Demon's Souls,"Demon's Souls is set in a fictional dark fantasy world, taking part mostly in the southern medieval kingdom of Boletaria, that has been consumed by a thick, mysterious Fog that is creeping ever out to blanket the entire world. The Old One, a colossal immortal flying Demon, has been awoken and with it Demons have come forth to consume the souls of men. Only when The Old One is lulled back to eternal slumber will the fog dissipate and the world be restored.",2020-11-12 00:00:00.000,55,8,92.3333,10,86.9217,63
160809,3915,Fight Night Round 2,NULL,2005-09-01 00:00:00.000,1,NULL,92.2500,5,89.5069,8
23632,43,Deus Ex: Human Revolution,"When a black ops team breaks in and kills the scientists Adam Jensen was hired to protect, everything he thought he knew about his job changes...",2011-08-23 00:00:00.000,329,NULL,92.1111,13,84.4351,783
29578,18240,echochrome ii,NULL,2010-12-21 00:00:00.000,NULL,NULL,92.0000,2,NULL,NULL
48120,21696,Need for Speed: Hot Pursuit - Limited Edition,NULL,2010-11-16 00:00:00.000,NULL,NULL,92.0000,1,NULL,NULL
34796,11781,Muv-Luv Alternative,"In Alternative, Shirogane Takeru wakes up three years after the end of Unlimited to find himself back in his room. Although he first thinks that everything that had happened to him was a dream, he soon feels that something is wrong, and leaves the house to find that he has been sent back in time to the beginning of the events in Unlimited. Unwilling to accept something like Alternative V, he decides to help Professor Kozuki to complete Alternative IV and save mankind.",2006-02-24 00:00:00.000,6,NULL,92.0000,3,80.4169,8
73321,668,Descent II,NULL,1996-03-13 00:00:00.000,6,NULL,92.0000,1,70.4917,16
69342,15734,Pony Island,NULL,2016-01-04 00:00:00.000,29,NULL,92.0000,3,78.1126,90
64005,8072,Sanitarium,NULL,1998-04-28 00:00:00.000,27,NULL,92.0000,1,85.2617,57
59829,165054,PowerSlave Exhumed,NULL,2022-02-10 00:00:00.000,NULL,NULL,92.0000,1,NULL,NULL
58355,120654,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,"Are you ready to dive into a tactical RPG chock-full of charm, humor and crazy characters?!  They are clumsy, inexperienced and feisty but...they’ll have to endure each other’s company to get the dungeon’s treasure.  However, a feeling of déjà-vu quickly arises...  Guide this team of unlikely heroes in an adventure full of humor and chaos!  The Naheulbeuk universe is an original creation by French author John Lang. It started as a very popular audio comedy series parodying role-playing games and heroic fantasy tropes. Now the story is available in English and as a video game for the first time!",2020-09-17 00:00:00.000,2,NULL,92.0000,1,NULL,NULL
77752,7470,The Tomb Raider Trilogy,NULL,2011-03-22 00:00:00.000,2,NULL,92.0000,2,88.8849,5
88594,114910,Evoland Legendary Edition,NULL,2019-02-07 00:00:00.000,4,NULL,92.0000,1,70.0000,4
90042,129097,Norco,"Explore a world of detail-rich and atmospheric pixel art born from the petrochemical landscapes of South Louisiana. Navigate your way through a world of uncertainty and moral ambiguity as you venture deeper into the swamp to unravel the threads left by your brother. Fight, sneak, or fast-talk your way past any hometown bullies, security contractors, or death cults that stand in your way. Bust into a refinery with your robot friends. Immerse yourself in the eclectic, atmospheric soundscapes of Gewgawly I. Explore vast scenic landscapes of pulsing nightlife and eerie solitude. Recruit a wild-eyed river dog.",2022-03-24 00:00:00.000,NULL,2,92.0000,3,NULL,NULL
90413,16617,Super Mario World: Super Mario Advance 2,NULL,2001-12-14 00:00:00.000,21,NULL,92.0000,2,89.3817,44
120343,21880,Final Fantasy X-2 HD Remaster,NULL,2013-12-26 00:00:00.000,NULL,NULL,92.0000,2,NULL,NULL
115361,20733,Carnage Heart,NULL,1997-03-03 00:00:00.000,1,NULL,92.0000,1,NULL,NULL
116903,9190,Cyber Troopers Virtual-On Oratorio Tangram,NULL,1998-12-31 00:00:00.000,1,NULL,92.0000,1,NULL,NULL
105616,20813,Triple Play 98,NULL,1997-05-30 00:00:00.000,NULL,NULL,92.0000,1,NULL,NULL
122252,70,Terra Nova: Strike Force Centauri,NULL,1996-03-05 00:00:00.000,2,NULL,92.0000,1,70.0000,3
123739,32859,Knockout League,NULL,2017-01-24 00:00:00.000,1,NULL,92.0000,1,60.0000,1
142625,848,Rise of Nations,NULL,2003-05-20 00:00:00.000,53,NULL,92.0000,3,81.1388,123
140428,5811,Deathrow,NULL,2002-10-18 00:00:00.000,1,NULL,92.0000,1,NULL,NULL
136403,21892,Fallout 3: Game of the Year Edition,"Vault 101 Jewel of the Wastes. For 200 years, Vault 101 has faithfully served the surviving residents of Washington DC and its environs, now known as the Capital Wasteland. Though the global atomic war of 2077 left the US all but destroyed, the residents of Vault 101 enjoy a life free from the constant stress of the outside world. Giant Insects, Raiders, Slavers, and yes, even Super Mutants are all no match for superior Vault-Tec(R) engineering. Yet one fateful morning, you awake to find that your father has defied the Overseer and left the comfort and security afforded by Vault 101 for reasons unknown. Leaving the only home you've ever known, you emerge from the Vault into the harsh Wasteland sun to search for your father, and the truth.",2009-10-13 00:00:00.000,30,NULL,92.0000,1,90.6685,111
134763,4643,Pro Evolution Soccer 2,NULL,2002-04-25 00:00:00.000,9,NULL,92.0000,1,78.3530,32
147201,5550,Tactics Ogre: Let Us Cling Together,"For eighty years, Valeria has been in constant strife, and its three leading ethnic groups all claim leadership. King Rodrick, aided by the forbidden powers of the ""Palace of the Dead,"" is able to dominate the people of Valeria until Dorgalua of Bakram successfully leads his army to defeat Rodrick. Dorgalua then claimed the throne as his own, and was able to end the struggle between the ethnic groups. Under King Dorgalua, the rights of the people were preserved, and all internal struggles in Valeria came to a temporary halt. All is right until the entire royal family is lost due to a string of accidents. Because the late King Dorgalua had no living heirs, the ethnic groups once again struggled for leadership: Abuna Brantyn of the royal court, Heirophant Balbatos of the Galgastani, and Duke Ronwey of the Walister all fought for control, but in the end, Balbatos and Brantyn stalemated. In order to preserve their power, the two men took separate measures: Heirophant Balbatos sought an ""ethnic cleansing"" policy and slaughtered thousands of innocent Walister and Galgastani, while Brantyn received aid from foreigners, the Dark Knights Loslorien of the Holy Lodis Empire. Denam Pavel is the primary protagonist in Tactics Ogre. He is the son of Abuna Prancet, and after Prancet was taken away by the Dark Knights and his home town was massacred, Denam, his sister Catiua, and his friend Vyce plan a vendetta against the Dark Knights. He must lead the ""Liberation Army"" to bring freedom to the oppressed nation of Valeria.",1995-10-06 00:00:00.000,10,NULL,92.0000,5,93.6544,34
173249,51800,Trine Enchanted Edition,NULL,2014-07-24 00:00:00.000,6,NULL,92.0000,1,80.9135,35
172990,5503,Batman: Arkham Knight,"In the explosive finale to the Arkham series, Batman faces the ultimate threat against the city he is sworn to protect. The Scarecrow returns to unite an impressive roster of supervillains, including Penguin, Two-Face, Harley Quinn, Firefly, Poison Ivy, and Riddler to destroy The Dark Knight forever. The most intriguing member of this alliance, however, is the deadly and enigmatic Arkham Knight.",2015-06-23 00:00:00.000,438,84,91.8125,21,85.2888,959
173122,20744,Ōkami HD,NULL,2012-10-30 00:00:00.000,38,NULL,91.7895,26,87.0270,58
171177,110069,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,"A young man who lives in the calm village of Ishi. The protagonist, who began a coming-of-age ceremony when he turned 16, learns an astonishing truth. He is the reincarnation of the “hero” that once saved the world, someone who carries the burden of a major mission…  In order to confirm his fate with his own eyes, the protagonist leaves his hometown and steps forward to the vast world.",2019-09-27 00:00:00.000,7,4,91.7500,4,85.1127,46
108419,75235,Ghost of Tsushima,"The year is 1274. Samurai warriors are the legendary defenders of Japan — until the fearsome Mongol Empire invades the island of Tsushima, wreaking havoc and conquering the local population. As one of the last surviving samurai, you rise from the ashes to fight back. But, honorable tactics won’t lead you to victory. You must move beyond your samurai traditions to forge a new way of fighting — the way of the Ghost — as you wage an unconventional war for the freedom of Japan.",2020-07-17 00:00:00.000,157,117,91.7273,14,89.7731,196
97815,145838,F1 2021,NULL,2021-07-16 00:00:00.000,2,4,91.6667,7,80.4492,9
63130,1038,The Legend of Zelda: Spirit Tracks,"• Link has a valuable new companion. While navigating dungeons, he’s accompanied by a Phantom, a hulking suit of armor that responds to his commands. Players can tap the Phantom to take command of him, then draw a line on the touchscreen to direct him where to go. The stout Phantom can walk through fire or lava, be used as a platform to carry Link above dangers, or even run interference to block Link from harm.  • When Link conducts the train, players enjoy a satisfying combination of action and real-time puzzle solving as they determine which track to take and how to best manipulate their speed. When on the train, Link must plot the best route to the end of the line around ever-moving obstacles. While en route, Link might need to fire an onboard cannon at enemies who attack the train or sound the whistle to scare animals off the tracks.  • Link uses a variety of new items and weapons, including the Whirlwind, which players activate by blowing into the microphone of the Nintendo DS system.  • As with The Legend of Zelda: Phantom Hourglass, players can draw notes on the in-game maps using the stylus on the touch screen.",2009-12-07 00:00:00.000,34,NULL,91.6667,5,76.5687,128
154124,26801,Guilty Gear Xrd: Rev 2,NULL,2017-03-30 00:00:00.000,5,1,91.6667,3,78.9009,18
152355,7881,ESPN NFL 2K5,NULL,2004-07-20 00:00:00.000,5,NULL,91.5000,3,99.3520,12
151146,11437,Persona 3 FES,NULL,2007-04-19 00:00:00.000,35,NULL,91.5000,2,87.7548,90
165900,1792,Ratchet & Clank Future: Tools of Destruction,Ratchet and clank find their home world attacked by the infamous emperor Tachyon and must go on the run while trying to find the other lombaxs.,2007-10-23 00:00:00.000,44,NULL,91.5000,6,79.5587,101
169171,143292,Metro Exodus: Enhanced Edition,"After the attack on D6, Artyom becomes disillusioned with the constant infighting and corruption within the Metro and leaves the Spartan Order. He soon becomes obsessed with proving that other human survivors exist outside of Moscow and makes numerous dangerous expeditions to the surface, much to Anna's concern and Miller's frustration. However, on one such expedition with Anna, they witness a working train running on the surface. Before they can follow it, they are captured by Hansa soldiers, along with a group of people who claim to be from outside of Moscow. The Hansa soldiers execute the other prisoners, and Artyom is shot and left for dead, taking Anna to their base. Surviving the gunshot, Artyom follows the soldiers to rescue Anna, and in the process inadvertently destroys a signal jammer that was blocking all communications going in and out of Moscow. Radio transmissions from all over the world begin to be picked up, and Artyom and Anna realise humanity has not gone extinct. They escape by stealing one of Hansa's locomotives, the ""Aurora"", with the aid of a defected Hansa train engineer called Yermak.  As the train leaves, the Spartan Order moves in to retake it and are shocked and confused at Artyom and Anna's presence. Knowing that Hansa will have all of them put to death for knowing the truth, Miller concludes that the Spartans' best chance of survival is to flee Moscow. Once outside the city, he reveals to the others that while many of Russia's cities were bombed, the war did not end and NATO proceeded to occupy what was left of the nation. To prevent NATO from attacking Moscow, the Russian leadership decided to secretly jam all communications to make the outside world believe nobody had survived. They then receive a radio broadcast from Moscow Defense Command calling for survivors to rally at the ""Ark"", located at Mount Yamantau. Miller decides to head there, believing that the Ark is where the Russian government has rebuilt itself.  After crossing the cult-controlled Volga River, the Spartans reach the Yamantau base. They discover the base's service and construction crew have devolved into cannibals who lure survivors in with the false promise of safety. Artyom and the Spartans manage to fight their way out and escape, but Miller's faith in Russia is shattered when he discovers that the government never took refuge in Yamantau, nor survived the war, and thus the Spartans are left wondering what to do next. Using a map they recovered from Yamantau, they decide to travel to a satellite communication center near the Caspian Sea in the hopes of gaining access to a satellite to find habitable land to settle. At the dried up remains of the Caspian Sea, the Spartans steal water and fuel from the local bandits while obtaining an updated satellite map.  As the Spartans continue on their journey, Anna begins to cough up blood, fearing the cause was accidentally breathing poison gas during the journey. They decide to scout a nearby taiga forest valley to see if it is suitable to settle. While scouting the forest, Artyom is caught between two rival survivor factions, and he discovers that the dam protecting the valley from radiation is on the verge of failing, making the area uninhabitable. Artyom returns to the train to learn Anna's condition has worsened. The Spartans detour to the heavily-irradiated city of Novosibirsk, the closest location where an antidote may be found.  Miller and Artyom decide to head into the city alone to search for the antidote despite the risk. They enter the Novosibirsk Metro and find a young boy named Kirill, one of the last of the Novosibirsk survivors, who explains that his father left on a mission to obtain a map marking the location of a clean, habitable area. Miller and Artyom split up, with Miller going to find the map and Artyom searching for the antidote. He manages to recover the antidote, but is gravely wounded by a mutant and absorbs a heavy dose of radiation. Artyom, Miller, and Kirill return to the train with the map and the antidote, but Miller dies of radiation poisoning on the way back after using a dose of anti-radiation serum meant for himself to save Artyom. The rest of the Spartans donate their own blood to give Artyom a critical blood transfusion. Anna is cured with the antidote and with the map, the Spartans settle on the shores of Lake Baikal, which is completely free from radiation.  Artyom's ultimate fate depends on the choices the player made during the journey; In the bad ending, Artyom dies from the radiation poisoning, and the Spartans and a grieving Anna hold a funeral for him and Miller while Artyom's and Miller's spirits awaken on a dilapidated version of the Aurora, remaining in the ghostly purgatory for eternity. In the good ending, Artyom survives. Miller is buried and Artyom is selected to take his place as leader of the Spartan Order. Now with a home free from radiation, Artyom decides to return to Moscow and reveal the truth of the world to the survivors of the Metro.",2021-05-06 00:00:00.000,6,NULL,91.5000,3,NULL,NULL
168940,19746,Rez Infinite,"The world of Rez is set in the near future on a massively overpopulated Earth with society crippled by crime rates, and on the verge of meltdown. In an attempt to resolve the chaos, a new global network was created: Project-K, overseen by a self-aware artificial intelligence named Eden. However, the increasing information flow and infection by a virus (the main character) confused Eden, allowing her to begin questioning the meaning of its existence and the consequences of her actions. Trying to fathom the paradoxes that surrounded her and realizing the power she possessed, she shut herself down.  The player character and protagonist is a hacker virus unofficially named Swayzak, traversing the Project-K network on a mission to re-awaken Eden and to reveal the true being at her core by progressing deeper through the system, and destroying the other viruses, anti-viruses, security programs, defense systems, and firewalls within.",2016-10-13 00:00:00.000,12,3,91.5000,13,59.3753,13
172369,619,Brothers in Arms: Road to Hill 30,NULL,2005-03-01 00:00:00.000,14,NULL,91.5000,7,71.9817,59
88995,11782,Shantae: Risky's Revenge,NULL,2010-10-04 00:00:00.000,6,NULL,91.5000,3,82.1967,24
1174,5056,NBA 2K11,NULL,2010-10-05 00:00:00.000,11,NULL,91.5000,5,89.9969,40
115601,23221,Jamestown+,NULL,2015-03-17 00:00:00.000,1,NULL,91.5000,2,79.4739,5
105285,23331,Rise of the Tomb Raider: 20 Year Celebration,"Now, after uncovering an ancient mystery, Lara must explore the most treacherous and remote regions of Siberia to find the secret of immortality before a ruthless organization known as Trinity. Lara must use her wits and survival skills, form new alliances, and ultimately embrace her destiny as the Tomb Raider. Experience high-octane action moments, conquer beautifully hostile environments, engage in brutal guerilla combat, and explore awe-inspiring deadly tombs in the evolution of survival action. In “Rise of the Tomb Raider,” Lara becomes more than a survivor as she embarks on her first Tomb Raiding expedition. PlayStation VR Support: The full “Blood Ties” story chapter can be experienced in PlayStation VR, and players choose between two control schemes. “Comfort Mode” allows players to teleport from point to point, completely eliminating any potential discomfort. Meanwhile, experienced VR users can select “Free Mode” to move and look around using the thumb sticks.  Manipulate HD relics, examine documents, and control the flashlight with the Sixaxis controller motion as you unlock the mystery of Lara’s childhood home in first-person. The immersive HD beauty of Croft Manor is perfectly suited to VR, and for the first time in franchise history, players can explore the world through Lara’s eyes.",2016-10-11 00:00:00.000,59,NULL,91.4286,9,81.4565,63
88280,2129,Mark of the Ninja,NULL,2012-09-07 00:00:00.000,94,NULL,91.4286,7,84.7951,249
172873,2135,Bayonetta 2,"Starting a few months after the events of the first game, Bayonetta and Jeanne are fighting off a group of angels who attacked a city during a parade. During one particular attack, Jeanne protects Bayonetta from a sudden demon summon gone wrong, causing her soul to be claimed by the depths of Hell. Upon a tip from her informant Enzo, Bayonetta heads to the sacred mountain of Fimbulvinter. An entrance to Inferno, the Gates of Hell, is said to be inside and Bayonetta plans to use it to save her friend.",2014-09-20 00:00:00.000,69,1,91.4286,23,90.2741,167
172443,122238,Xenoblade Chronicles: Definitive Edition,"During an attack from the mechanical invaders known as the Mechon, Shulk discovers that he can tap into the full power of a mysterious blade known as the Monado. With the mighty Monado in hand, Shulk sets out to defeat the Mechon once and for all.  In addition to the Mechon, you’ll run into wildlife that ranges from docile to deadly. Keep an eye on what attracts monsters’ attention to avoid unwanted conflict…or try your hand at bringing down an ultra-powerful Unique Monster.  Upgrade your party as you progress through the adventure by selecting equipment, enhancing weapon skills, and using benefit-granting gems. Put your dependable companions to work by filling the party gauge to trigger a Chain Attack and attack enemies in quick succession!",2020-05-28 00:00:00.000,12,5,91.3750,10,80.6854,22
173267,124954,Crusader Kings III,"But uneasy lies the head that wears a crown! Your cunning is your greatest weapon, and intelligence is the key to all successful strategy. Guard your life and the future of your dynasty, because enemies foreign and domestic envy your status. Engage in espionage, join political factions, punish heretics or use assassins to make sure your throne passes safely to the next generation.",2020-09-01 00:00:00.000,18,4,91.3333,3,85.6344,53
64769,55034,Final Fantasy XV: Windows Edition,"""Enroute to wed his fiancée Luna on a road trip with his best friends, Prince Noctis is advised by news reports that his homeland has been invaded and taken over under the false pretense of a peace treaty – and that he, his loved one and his father King Regis, have been slain at the hands of the enemy.    To gather the strength needed to uncover the truth and reclaim his homeland, Noctis and his loyal companions must overcome a series of challenges in a spectacular open world - that is filled with larger-than-life creatures, amazing wonders, diverse cultures and treacherous foes.""",2018-03-06 00:00:00.000,10,1,91.3333,6,66.7884,9
127825,1802,Chrono Trigger,NULL,1995-03-11 00:00:00.000,397,NULL,91.3333,5,93.9184,860
158369,26226,Celeste,NULL,2018-01-25 00:00:00.000,122,2,91.3000,13,87.9061,665
169884,14593,Hollow Knight,NULL,2017-02-24 00:00:00.000,177,3,91.2500,10,92.2933,854
165644,2287,Pokémon Y,NULL,2013-10-12 00:00:00.000,71,5,91.2500,4,79.8226,211
169048,6363,Tearaway,"Atoi is created from an envelope and some paper. Now she's on an adventure to reach the Face in The Sun to deliver her message!  Oh, wait, she's being attacked by Scraps, and You need to help her! After you help her, she has to find hidden Scraps that are shadowing the sky.  She finds a Guide that is asking Atoi to move into Wassail Orchard to reach the Sun.",2013-11-20 00:00:00.000,14,NULL,91.2000,12,83.8079,39
172632,501,Batman: Arkham City,"At a press conference held by Bruce Wayne to declare his opposition to Arkham City, TYGER mercenaries arrest and imprison him in Arkham City. Hugo Strange discloses his knowledge of Wayne's dual identity as Batman before releasing him into the prison's criminal populace. While Strange prepares to commence ""Protocol 10"", Wayne obtains his equipment via airdrop from Alfred Pennyworth, allowing him to become Batman. He first saves Catwoman from being executed by Two-Face, who hopes to gain respect by murdering her. After Joker attempts to assassinate Catwoman, Batman tracks him to his hideout in the Sionis Steelmill, believing Joker may know the truth behind Protocol 10.    There, Batman learns that the unstable properties of the Titan formula are mutating in Joker's blood, gradually killing him. Joker captures Batman and performs a blood transfusion on him, infecting him with the same fatal disease. Joker also reveals that Gotham hospitals have been poisoned with his infected blood. Desperate to save himself and innocent citizens, Batman seeks out Mr. Freeze, who had been developing a cure but has since been kidnapped by the Penguin.    Tracking Penguin to the Cyrus Pinkney National History Institute, Batman defeats his forces, his imprisoned monster Solomon Grundy, and ultimately the Penguin himself, before liberating Mr. Freeze. Freeze tells Batman that he has already developed the cure, but its instability renders it useless. Batman deduces that the restorative properties of Ra's al Ghul's blood can complete the cure. Batman tracks one of Ra's al Ghul's assassins to his underground lair, leading Batman into a confrontation with Ra's and his daughter Talia, Batman's former lover. With Ra's al Ghul's blood, Freeze is able to develop an antidote, but it is stolen by Harley Quinn before Batman can use it.    When he returns to the Joker, Batman finds him restored to health. While the two fight, Strange activates Protocol 10, which is revealed to be a scheme to wipe out the entire population of Arkham City and destroy the criminal element of Gotham. The TYGER troops begin executing inmates as Strange launches missile strikes on Arkham's denizens from his base in Wonder Tower. A missile hits the steelmill, burying Batman under rubble. Before Joker can take advantage of the situation, Talia arrives and offers him immortality in exchange for sparing Batman's life. After escaping with the help of Catwoman, Batman is convinced by Alfred to end Protocol 10 before pursuing Talia and Joker.    Batman infiltrates Wonder Tower and disables Protocol 10. Ra's al Ghul is revealed to be the true mastermind behind Arkham City and mortally wounds Strange for failing to defeat Batman. With his dying breath, Strange activates ""Protocol 11"", the self-destruction of Wonder Tower. Batman and Ra's escape, but Ra's commits suicide rather than risk capture. Joker contacts Batman, threatening to kill Talia unless Batman meets him at the Monarch Theater. Once Batman arrives, Joker demands the cure but is stabbed and apparently killed by Talia while distracted. Talia admits to stealing the cure from Quinn, when she is killed by a second Joker, still stricken with the disease. The healthy Joker that Talia stabbed then reanimates into the shapeshifting Clayface, who is revealed to have been masquerading as a healthy Joker all along at the ailing villain's request.    Batman incapacitates Clayface, but Joker blows up the theater floor, sending Batman plummeting into Ra's' lair below. Batman destroys Ra's' rejuvenating Lazarus Pit before the Joker can use it, and drinks a portion of the antidote. Batman debates curing his foe but is attacked by Joker before he can act, causing the antidote vial to inadvertently smash. Batman admits that in spite of everything Joker had done, he would have saved him. After Joker finally succumbs to his illness and dies, Batman carries his body out of Arkham City. As Commissioner Gordon asks what happened, Batman places Joker's body on the hood of a police car and leaves in silence.",2011-10-18 00:00:00.000,611,NULL,91.2000,13,87.4013,1658
171891,8593,The Legend of Zelda: Majora's Mask 3D,NULL,2015-02-12 00:00:00.000,53,1,91.1538,14,91.2898,112
148201,7334,Bloodborne,NULL,2015-03-24 00:00:00.000,400,9,91.1111,21,91.1737,1010
144083,145004,Total War: Rome Remastered,"Total War: ROME REMASTERED is a modernized remaster of ROME: Total War (2004). It is a strategy game set in ancient Rome, where players manage their faction with the aim to defeat other rival factions, conquer ancient Rome and become emperor, using a combination of diplomatic, military and economic tactics. Gameplay takes place on an accurate representation of ancient Rome and surrounding countries and is divided into two core elements.  1) The Campaign map – This is a turn-based campaign map in which the player is able to recruit and train troops, manage cities & towns through building, progresses through technologies, engage in diplomacy, start wars in order to achieve domination over other competing factions. The aim on the campaign map is to take territory from other factions and dominate the map. This is done through a combination of military (moving and positioning armies across a map) and non-military strategies (which can be achieved via trade & diplomacy, and/or by deploying agents to uncover information about rivals).  2) The Battles – there are real time 3D land battles with a high level of graphical realism. These result from the movement and clash of armies on the campaign map. Players control their army in real time against their opponent, in a 3D map environment. Armies are broken into units which can be controlled individually or as a combination. Units can be ordered in various ways to move and attack, in an effort to defeat the enemy. There are various broad types of units to choose from, each with their own stats (ie: infantry, ranged infantry, cavalry, siege etc.). A battle is resolved once one persons army is defeated.  Players can choose to play:  - The main campaign as one of a number of factions (certain factions are only playable once they have been defeated in the core campaign)  - A Historical Battle: pre-set conditions, representing historically accurate battles  - Custom Battle: players can customise their battle (ie: choose factions, conditions, etc.)  - Quick Battle: players are placed into a random battle scenario  - Multiplayer: against other players (online)  Total War: ROME REMASTERED contains two expansion packs that were originally released separately for ROME: Total War (2004):  - ROME: Total War - BARBARIAN INVASION  - ROME: Total War - ALEXANDER  Both of these expansion packs have been remastered alongside the base game and are part of the core product.",2021-04-29 00:00:00.000,NULL,NULL,91.0000,1,NULL,NULL
151005,24135,River City Ransom EX,"Several months after Kunio defeated Sabu and rescued Hiroshi, twin brothers Ryuuichi and Ryuuji Hattori transfer to Reihou Academy. Within a few months, the brothers take control of the neighboring high schools using powerful fighting techniques, striking fear as the ""Double Dragon Brothers"". Riki, the banchou of Hanazono High School has no interest in the brothers or what they have been doing. But one day his girlfriend Mami goes missing and he receives a challenge from the academy. Enraged, Riki decides to make his way to the academy alone, but finds Kunio waiting for him outside his school. Kunio wants to help Riki rescue his girlfriend and he begrudgingly agrees.",2004-05-26 00:00:00.000,NULL,NULL,91.0000,2,NULL,NULL
152351,6326,Boktai: The Sun Is in Your Hand,"Following in his father's footsteps, you play Django the vampire hunter, who uses the power of the sun to defeat the many evil beings that infest the world. Search out the various levels for the evil inside, and destroy the immortal that rules the area to complete the level.",2003-07-16 00:00:00.000,4,NULL,91.0000,1,71.9427,7
152666,438,Rome: Total War,NULL,2004-09-22 00:00:00.000,85,NULL,91.0000,3,82.1607,231
149454,7046,Factorio,"You are sent to a different planet to prepare it for the arrival of your civilisation, but before they can land you have to make sure it is safe.",2020-08-14 00:00:00.000,80,13,91.0000,1,85.0997,136
168895,9256,The Lord of the Rings: War of the Ring,NULL,2003-11-08 00:00:00.000,9,NULL,91.0000,1,62.3777,35
167320,115667,Unity of Command II,Unity of Command II lets you take command of Western Allies for the first time in the series. You will manage your army’s divisions as well as their supply and logistics. For the first time in Unity of Command you will face Fog of War. Reveal the unknown by capturing enemy soldiers and launching recon to gather intel on enemy troop positions. The enemy will seek to capture your units’ stragglers — regroup and strike back!,2019-11-12 00:00:00.000,1,1,91.0000,1,NULL,NULL
169773,7782,Fibbage,NULL,2014-08-21 00:00:00.000,5,1,91.0000,1,80.0000,2
171057,4032,NBA Live 2004,NULL,2003-10-14 00:00:00.000,1,NULL,91.0000,1,35.0000,4
